job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1001149,Lead DevOps Specialist,"We are seeking a motivated Lead DevOps Specialist to join our growing team in London. The successful candidate will demonstrate proficiency in Terraform, Spark, Linux. We offer competitive salary and career progression.",2026-06-01,TechSpark UK,London,2139,126570,143202,Tech,Terraform;Spark;Linux;AWS;Cyber Security;Data Pipelines,scraped_mock
ADZ-1001150,Junior Registrar - Acute Medicine,"We are seeking a motivated Junior Registrar - Acute Medicine to join our growing team in London. The successful candidate will demonstrate proficiency in Prescribing, Clinical Diagnostics, Medical Research. We offer competitive salary and career progression.",2026-06-14,Nuffield Health,London,2211,33324,35956,Healthcare,Prescribing;Clinical Diagnostics;Medical Research;Patient Care,scraped_mock
ADZ-1001151,Lead Product Development Engineer - Battery Storage,"We are seeking a motivated Lead Product Development Engineer - Battery Storage to join our growing team in East of England. The successful candidate will demonstrate proficiency in Prototyping, Renewable Design, SolidWorks. We offer competitive salary and career progression.",2026-06-10,ScottishPower Renewables,East of England,2126,58237,62228,Green Energy,Prototyping;Renewable Design;SolidWorks;Battery Chemistry,scraped_mock
ADZ-1001152,Senior Cardiac Physiologist,"We are seeking a motivated Senior Cardiac Physiologist to join our growing team in North West. The successful candidate will demonstrate proficiency in MRI, Laboratory Testing, Pathology. We offer competitive salary and career progression.",2026-05-11,NHS England,North West,3211,57583,65979,Healthcare,MRI;Laboratory Testing;Pathology;X-Ray;Medical Imaging,scraped_mock
ADZ-1001153,Junior Energy Plant Operative,"We are seeking a motivated Junior Energy Plant Operative to join our growing team in North West. The successful candidate will demonstrate proficiency in Boiler Control, Equipment Maintenance, Plant Operations. We offer competitive salary and career progression.",2026-05-20,Octopus Energy,North West,8124,30173,31998,Green Energy,Boiler Control;Equipment Maintenance;Plant Operations;SCADA;Health & Safety,scraped_mock
ADZ-1001154,Nursing Assistant,"We are seeking a motivated Nursing Assistant to join our growing team in South East. The successful candidate will demonstrate proficiency in Vital Signs, Personal Care, Infection Control. We offer competitive salary and career progression.",2026-06-14,Barchester Healthcare,South East,6141,34370,37776,Healthcare,Vital Signs;Personal Care;Infection Control,scraped_mock
ADZ-1001155,Senior Pharmacy Manager,"We are seeking a motivated Senior Pharmacy Manager to join our growing team in South East. The successful candidate will demonstrate proficiency in Medicines Management, Prescription Auditing, Patient Counselling. We offer competitive salary and career progression.",2026-07-05,Barchester Healthcare,South East,2237,94747,106037,Healthcare,Medicines Management;Prescription Auditing;Patient Counselling;Clinical Pharmacy,scraped_mock
ADZ-1001156,Junior Energy Plant Operative,"We are seeking a motivated Junior Energy Plant Operative to join our growing team in Scotland. The successful candidate will demonstrate proficiency in SCADA, Plant Operations, Boiler Control. We offer competitive salary and career progression.",2026-07-02,SSE Renewables,Scotland,8124,45111,48512,Green Energy,SCADA;Plant Operations;Boiler Control;Equipment Maintenance;Health & Safety,scraped_mock
ADZ-1001157,Senior Registrar - Acute Medicine,"We are seeking a motivated Senior Registrar - Acute Medicine to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Prescribing, Clinical Diagnostics, Patient Care. We offer competitive salary and career progression.",2026-05-13,Nuffield Health,Scotland,2211,56027,59903,Healthcare,Prescribing;Clinical Diagnostics;Patient Care;Internal Medicine;Medical Research,scraped_mock
ADZ-1001158,Systems Designer,"We are seeking a motivated Systems Designer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in TOGAF, Jira, Business Analysis. We offer competitive salary and career progression.",2026-07-01,BAE Systems,West Midlands,2135,55527,60891,Tech,TOGAF;Jira;Business Analysis;Requirements Gathering;System Architecture,scraped_mock
ADZ-1001159,UX/UI Web Developer,"We are seeking a motivated UX/UI Web Developer to join our growing team in London. The successful candidate will demonstrate proficiency in HTML, Web Content, Figma. We offer competitive salary and career progression.",2026-06-24,Sage Group,London,2137,69445,76449,Tech,HTML;Web Content;Figma;WordPress,scraped_mock
ADZ-1001160,Frontend Developer,"We are seeking a motivated Frontend Developer to join our growing team in South East. The successful candidate will demonstrate proficiency in APIs, Node.js, JavaScript. We offer competitive salary and career progression.",2026-05-16,Deliveroo,South East,2136,83755,92797,Tech,APIs;Node.js;JavaScript;Python;Git,scraped_mock
ADZ-1001161,Structural Engineer - Renewables,"We are seeking a motivated Structural Engineer - Renewables to join our growing team in London. The successful candidate will demonstrate proficiency in Civil Engineering, Structural Analysis, AutoCAD. We offer competitive salary and career progression.",2026-05-19,Vestas UK,London,2121,50543,56487,Green Energy,Civil Engineering;Structural Analysis;AutoCAD;Project Management;CDM Regulations,scraped_mock
ADZ-1001162,Renewable Systems Designer,"We are seeking a motivated Renewable Systems Designer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Renewable Design, Product Design, SolidWorks. We offer competitive salary and career progression.",2026-04-19,Babcock International,Wales,2126,51240,54356,Green Energy,Renewable Design;Product Design;SolidWorks;Prototyping;Battery Chemistry,scraped_mock
ADZ-1001163,Wind Turbine Commissioning Technician,"We are seeking a motivated Wind Turbine Commissioning Technician to join our growing team in North West. The successful candidate will demonstrate proficiency in Maintenance, Instrumentation, Safety Regulations. We offer competitive salary and career progression.",2026-07-07,BP Alternative Energy,North West,3112,47984,52651,Green Energy,Maintenance;Instrumentation;Safety Regulations,scraped_mock
ADZ-1001164,Pharmacist,"We are seeking a motivated Pharmacist to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Medicines Management, Prescription Auditing, Patient Counselling. We offer competitive salary and career progression.",2026-07-10,Spire Healthcare,West Midlands,2237,43725,49804,Healthcare,Medicines Management;Prescription Auditing;Patient Counselling;Clinical Pharmacy,scraped_mock
ADZ-1001165,Programmer,"We are seeking a motivated Programmer to join our growing team in East of England. The successful candidate will demonstrate proficiency in React, Node.js, APIs. We offer competitive salary and career progression.",2026-07-07,Ocado Technology,East of England,2136,46896,53830,Tech,React;Node.js;APIs;Git,scraped_mock
ADZ-1001166,Senior Healthcare Assistant,"We are seeking a motivated Senior Healthcare Assistant to join our growing team in Wales. The successful candidate will demonstrate proficiency in Patient Mobility, Vital Signs, Infection Control. We offer competitive salary and career progression.",2026-07-09,Spire Healthcare,Wales,6141,57779,64975,Healthcare,Patient Mobility;Vital Signs;Infection Control;Personal Care;Compassionate Care,scraped_mock
ADZ-1001167,Senior Pharmacy Manager,"We are seeking a motivated Senior Pharmacy Manager to join our growing team in North West. The successful candidate will demonstrate proficiency in Prescription Auditing, Medicines Management, Patient Counselling. We offer competitive salary and career progression.",2026-06-20,Nuffield Health,North West,2237,68006,73541,Healthcare,Prescription Auditing;Medicines Management;Patient Counselling;Clinical Pharmacy,scraped_mock
ADZ-1001168,Junior IT Operations Analyst,"We are seeking a motivated Junior IT Operations Analyst to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Active Directory, Networking, Windows Server. We offer competitive salary and career progression.",2026-05-21,Sage Group,West Midlands,3131,48719,54476,Tech,Active Directory;Networking;Windows Server;Troubleshooting,scraped_mock
ADZ-1001169,Cardiac Physiologist,"We are seeking a motivated Cardiac Physiologist to join our growing team in London. The successful candidate will demonstrate proficiency in Pathology, Laboratory Testing, X-Ray. We offer competitive salary and career progression.",2026-06-16,NHS Scotland,London,3211,53874,58762,Healthcare,Pathology;Laboratory Testing;X-Ray;Medical Imaging,scraped_mock
ADZ-1001170,Structural Engineer - Renewables,"We are seeking a motivated Structural Engineer - Renewables to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Civil Engineering, Structural Analysis, AutoCAD. We offer competitive salary and career progression.",2026-05-17,Octopus Energy,Scotland,2121,38578,42220,Green Energy,Civil Engineering;Structural Analysis;AutoCAD;CDM Regulations;Project Management,scraped_mock
ADZ-1001171,Solution Architect,"We are seeking a motivated Solution Architect to join our growing team in Wales. The successful candidate will demonstrate proficiency in Requirements Gathering, Agile, Business Analysis. We offer competitive salary and career progression.",2026-06-26,TechSpark UK,Wales,2135,53289,58278,Tech,Requirements Gathering;Agile;Business Analysis,scraped_mock
ADZ-1001172,Web Developer,"We are seeking a motivated Web Developer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in WordPress, UI/UX, Web Content. We offer competitive salary and career progression.",2026-04-20,CGI UK,West Midlands,2137,54957,60292,Tech,WordPress;UI/UX;Web Content;HTML,scraped_mock
ADZ-1001173,Medical Lab Technician,"We are seeking a motivated Medical Lab Technician to join our growing team in South West. The successful candidate will demonstrate proficiency in Pathology, Medical Imaging, MRI. We offer competitive salary and career progression.",2026-06-23,Spire Healthcare,South West,3211,31466,34333,Healthcare,Pathology;Medical Imaging;MRI,scraped_mock
ADZ-1001174,Junior Biomass Boiler Operator,"We are seeking a motivated Junior Biomass Boiler Operator to join our growing team in South East. The successful candidate will demonstrate proficiency in Health & Safety, SCADA, Boiler Control. We offer competitive salary and career progression.",2026-04-29,Vestas UK,South East,8124,43174,47826,Green Energy,Health & Safety;SCADA;Boiler Control;Equipment Maintenance,scraped_mock
ADZ-1001175,Product Development Engineer - Battery Storage,"We are seeking a motivated Product Development Engineer - Battery Storage to join our growing team in East of England. The successful candidate will demonstrate proficiency in Product Design, Prototyping, SolidWorks. We offer competitive salary and career progression.",2026-06-03,ScottishPower Renewables,East of England,2126,57915,65805,Green Energy,Product Design;Prototyping;SolidWorks;Battery Chemistry;Renewable Design,scraped_mock
ADZ-1001176,Junior General Practitioner,"We are seeking a motivated Junior General Practitioner to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Clinical Diagnostics, Prescribing, Internal Medicine. We offer competitive salary and career progression.",2026-05-17,NHS Scotland,West Midlands,2211,24075,27194,Healthcare,Clinical Diagnostics;Prescribing;Internal Medicine;Medical Research;Patient Care,scraped_mock
ADZ-1001177,Senior Data Engineer,"We are seeking a motivated Senior Data Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Terraform, Linux, Data Pipelines. We offer competitive salary and career progression.",2026-07-07,Direct Line Tech,East of England,2139,80165,91938,Tech,Terraform;Linux;Data Pipelines;Kubernetes,scraped_mock
ADZ-1001178,Junior Electrical Engineer - Solar PV,"We are seeking a motivated Junior Electrical Engineer - Solar PV to join our growing team in London. The successful candidate will demonstrate proficiency in Grid Connections, HV Electrical, PLC Programming. We offer competitive salary and career progression.",2026-06-28,Babcock International,London,2123,34344,38742,Green Energy,Grid Connections;HV Electrical;PLC Programming;MATLAB;Power Systems,scraped_mock
ADZ-1001179,Frontend Web Specialist,"We are seeking a motivated Frontend Web Specialist to join our growing team in East of England. The successful candidate will demonstrate proficiency in HTML, UI/UX, WordPress. We offer competitive salary and career progression.",2026-05-19,Deliveroo,East of England,2137,66218,75379,Tech,HTML;UI/UX;WordPress;Figma,scraped_mock
ADZ-1001180,Senior Bioenergy Process Engineer,"We are seeking a motivated Senior Bioenergy Process Engineer to join our growing team in South West. The successful candidate will demonstrate proficiency in Hydrogen Safety, ASPEN, Chemical Process. We offer competitive salary and career progression.",2026-06-19,SSE Renewables,South West,2125,66304,70127,Green Energy,Hydrogen Safety;ASPEN;Chemical Process,scraped_mock
ADZ-1001181,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in MATLAB, HV Electrical, Power Systems. We offer competitive salary and career progression.",2026-07-05,BP Alternative Energy,West Midlands,2123,48420,51956,Green Energy,MATLAB;HV Electrical;Power Systems;PLC Programming;Grid Connections,scraped_mock
ADZ-1001182,Radiographer,"We are seeking a motivated Radiographer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Laboratory Testing, X-Ray, MRI. We offer competitive salary and career progression.",2026-06-09,NHS England,West Midlands,3211,33947,37586,Healthcare,Laboratory Testing;X-Ray;MRI;Medical Imaging;Pathology,scraped_mock
ADZ-1001183,Junior Registrar - Acute Medicine,"We are seeking a motivated Junior Registrar - Acute Medicine to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Internal Medicine, Medical Research, Clinical Diagnostics. We offer competitive salary and career progression.",2026-06-19,NHS England,West Midlands,2211,25043,27587,Healthcare,Internal Medicine;Medical Research;Clinical Diagnostics;Prescribing;Patient Care,scraped_mock
ADZ-1001184,Principal Cloud Engineer,"We are seeking a motivated Principal Cloud Engineer to join our growing team in South West. The successful candidate will demonstrate proficiency in Spark, Data Pipelines, AWS. We offer competitive salary and career progression.",2026-05-08,BAE Systems,South West,2139,72321,82643,Tech,Spark;Data Pipelines;AWS;Kubernetes;CI/CD,scraped_mock
ADZ-1001185,Cyber Security Analyst,"We are seeking a motivated Cyber Security Analyst to join our growing team in South East. The successful candidate will demonstrate proficiency in Linux, Terraform, Cyber Security. We offer competitive salary and career progression.",2026-04-22,BAE Systems,South East,2139,56303,63350,Tech,Linux;Terraform;Cyber Security;CI/CD,scraped_mock
ADZ-1001186,Senior Renewable Energy Design Specialist,"We are seeking a motivated Senior Renewable Energy Design Specialist to join our growing team in London. The successful candidate will demonstrate proficiency in Mechanical Design, HVAC, Thermodynamics. We offer competitive salary and career progression.",2026-07-06,Ecotricity,London,2122,88578,100607,Green Energy,Mechanical Design;HVAC;Thermodynamics;FEA,scraped_mock
ADZ-1001187,Frontend Developer,"We are seeking a motivated Frontend Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Java, SQL, React. We offer competitive salary and career progression.",2026-04-22,Revolut,Wales,2136,56413,63572,Tech,Java;SQL;React,scraped_mock
ADZ-1001188,Clinical Pharmacist,"We are seeking a motivated Clinical Pharmacist to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Patient Counselling, Prescription Auditing, Clinical Pharmacy. We offer competitive salary and career progression.",2026-05-10,Bupa UK,West Midlands,2237,35543,38487,Healthcare,Patient Counselling;Prescription Auditing;Clinical Pharmacy;Medicines Management,scraped_mock
ADZ-1001189,Bioenergy Process Engineer,"We are seeking a motivated Bioenergy Process Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Fluid Dynamics, Hydrogen Safety, Mass Balance. We offer competitive salary and career progression.",2026-04-19,ScottishPower Renewables,Scotland,2125,56974,62064,Green Energy,Fluid Dynamics;Hydrogen Safety;Mass Balance;Chemical Process,scraped_mock
ADZ-1001190,Cyber Security Analyst,"We are seeking a motivated Cyber Security Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in Linux, Kubernetes, Cyber Security. We offer competitive salary and career progression.",2026-05-17,Direct Line Tech,London,2139,58361,63349,Tech,Linux;Kubernetes;Cyber Security,scraped_mock
ADZ-1001191,Senior Registered Nurse,"We are seeking a motivated Senior Registered Nurse to join our growing team in North West. The successful candidate will demonstrate proficiency in Medication Administration, Wound Care, CPR. We offer competitive salary and career progression.",2026-07-04,Barchester Healthcare,North West,2231,70922,75808,Healthcare,Medication Administration;Wound Care;CPR;Patient Assessment,scraped_mock
ADZ-1001192,Junior Backend Engineer,"We are seeking a motivated Junior Backend Engineer to join our growing team in South West. The successful candidate will demonstrate proficiency in React, SQL, APIs. We offer competitive salary and career progression.",2026-06-09,BAE Systems,South West,2136,56033,59511,Tech,React;SQL;APIs;Java;Git,scraped_mock
ADZ-1001193,Junior High Voltage Connections Engineer,"We are seeking a motivated Junior High Voltage Connections Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Power Systems, HV Electrical, MATLAB. We offer competitive salary and career progression.",2026-06-25,ScottishPower Renewables,Wales,2123,27709,30210,Green Energy,Power Systems;HV Electrical;MATLAB,scraped_mock
ADZ-1001194,Junior Nursing Assistant,"We are seeking a motivated Junior Nursing Assistant to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Compassionate Care, Personal Care, Patient Mobility. We offer competitive salary and career progression.",2026-06-09,Spire Healthcare,Scotland,6141,27624,30214,Healthcare,Compassionate Care;Personal Care;Patient Mobility;Vital Signs,scraped_mock
ADZ-1001195,Renewable Systems Designer,"We are seeking a motivated Renewable Systems Designer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Prototyping, SolidWorks, Battery Chemistry. We offer competitive salary and career progression.",2026-04-27,Octopus Energy,Scotland,2126,50355,54614,Green Energy,Prototyping;SolidWorks;Battery Chemistry;Product Design;Renewable Design,scraped_mock
ADZ-1001196,Lead District Nurse,"We are seeking a motivated Lead District Nurse to join our growing team in North West. The successful candidate will demonstrate proficiency in Patient Assessment, NMC Pin, Wound Care. We offer competitive salary and career progression.",2026-07-07,Nuffield Health,North West,2231,64212,73979,Healthcare,Patient Assessment;NMC Pin;Wound Care;Medication Administration;CPR;Record Keeping,scraped_mock
ADZ-1001197,Nursing Assistant,"We are seeking a motivated Nursing Assistant to join our growing team in North West. The successful candidate will demonstrate proficiency in Patient Mobility, Personal Care, Infection Control. We offer competitive salary and career progression.",2026-05-09,Nuffield Health,North West,6141,33130,35847,Healthcare,Patient Mobility;Personal Care;Infection Control;Vital Signs,scraped_mock
ADZ-1001198,Lead Ward Support Worker,"We are seeking a motivated Lead Ward Support Worker to join our growing team in South East. The successful candidate will demonstrate proficiency in Infection Control, Personal Care, Compassionate Care. We offer competitive salary and career progression.",2026-07-05,Spire Healthcare,South East,6141,60052,65172,Healthcare,Infection Control;Personal Care;Compassionate Care;Vital Signs;Patient Mobility,scraped_mock
ADZ-1001199,Frontend Web Specialist,"We are seeking a motivated Frontend Web Specialist to join our growing team in London. The successful candidate will demonstrate proficiency in WordPress, HTML, Responsive Design. We offer competitive salary and career progression.",2026-05-26,Deliveroo,London,2137,72007,76887,Tech,WordPress;HTML;Responsive Design;Web Content,scraped_mock
ADZ-1001200,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in North West. The successful candidate will demonstrate proficiency in Power Systems, MATLAB, PLC Programming. We offer competitive salary and career progression.",2026-07-11,BP Alternative Energy,North West,2123,46091,50394,Green Energy,Power Systems;MATLAB;PLC Programming,scraped_mock
ADZ-1001201,Registrar - Acute Medicine,"We are seeking a motivated Registrar - Acute Medicine to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Medical Research, Clinical Diagnostics, Patient Care. We offer competitive salary and career progression.",2026-06-30,Spire Healthcare,West Midlands,2211,29485,33146,Healthcare,Medical Research;Clinical Diagnostics;Patient Care;Internal Medicine;Prescribing,scraped_mock
ADZ-1001202,Senior Carbon Capture Engineer,"We are seeking a motivated Senior Carbon Capture Engineer to join our growing team in South East. The successful candidate will demonstrate proficiency in Chemical Process, Fluid Dynamics, Mass Balance. We offer competitive salary and career progression.",2026-06-02,Vestas UK,South East,2125,62881,70913,Green Energy,Chemical Process;Fluid Dynamics;Mass Balance;Hydrogen Safety;ASPEN,scraped_mock
ADZ-1001203,Senior Cloud Engineer,"We are seeking a motivated Senior Cloud Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Data Pipelines, CI/CD, Linux. We offer competitive salary and career progression.",2026-06-26,BAE Systems,Scotland,2139,94491,102387,Tech,Data Pipelines;CI/CD;Linux;Terraform,scraped_mock
ADZ-1001204,Senior Renewable Systems Designer,"We are seeking a motivated Senior Renewable Systems Designer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Renewable Design, Product Design, SolidWorks. We offer competitive salary and career progression.",2026-06-24,Ecotricity,West Midlands,2126,67717,73886,Green Energy,Renewable Design;Product Design;SolidWorks;Prototyping;Battery Chemistry,scraped_mock
ADZ-1001205,Infrastructure Project Engineer,"We are seeking a motivated Infrastructure Project Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Civil Engineering, Structural Analysis, AutoCAD. We offer competitive salary and career progression.",2026-06-03,Ecotricity,West Midlands,2121,46812,51925,Green Energy,Civil Engineering;Structural Analysis;AutoCAD,scraped_mock
ADZ-1001206,Lead Developer,"We are seeking a motivated Lead Developer to join our growing team in South West. The successful candidate will demonstrate proficiency in JavaScript, Python, Java. We offer competitive salary and career progression.",2026-04-17,Arup Digital,South West,2136,101640,107897,Tech,JavaScript;Python;Java;SQL;React,scraped_mock
ADZ-1001207,Lead Python Developer,"We are seeking a motivated Lead Python Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Node.js, SQL, Docker. We offer competitive salary and career progression.",2026-07-10,Arup Digital,Wales,2136,75541,84381,Tech,Node.js;SQL;Docker;APIs,scraped_mock
ADZ-1001208,Principal Software Engineer,"We are seeking a motivated Principal Software Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in SQL, React, JavaScript. We offer competitive salary and career progression.",2026-05-03,Direct Line Tech,West Midlands,2136,56972,61713,Tech,SQL;React;JavaScript;Java;APIs;Docker,scraped_mock
ADZ-1001209,Lead Renewable Systems Designer,"We are seeking a motivated Lead Renewable Systems Designer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Prototyping, Battery Chemistry, Product Design. We offer competitive salary and career progression.",2026-07-12,Vestas UK,Wales,2126,63870,71316,Green Energy,Prototyping;Battery Chemistry;Product Design;SolidWorks;Renewable Design,scraped_mock
ADZ-1001210,Registered Nurse,"We are seeking a motivated Registered Nurse to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in CPR, NMC Pin, Wound Care. We offer competitive salary and career progression.",2026-04-22,NHS Scotland,West Midlands,2231,39730,44579,Healthcare,CPR;NMC Pin;Wound Care,scraped_mock
ADZ-1001211,Senior Clinical Pharmacist,"We are seeking a motivated Senior Clinical Pharmacist to join our growing team in South West. The successful candidate will demonstrate proficiency in Prescription Auditing, Clinical Pharmacy, Patient Counselling. We offer competitive salary and career progression.",2026-06-15,NHS England,South West,2237,58953,67216,Healthcare,Prescription Auditing;Clinical Pharmacy;Patient Counselling;Medicines Management,scraped_mock
ADZ-1001212,Lead Software Engineer,"We are seeking a motivated Lead Software Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in JavaScript, Java, SQL. We offer competitive salary and career progression.",2026-05-03,Direct Line Tech,West Midlands,2136,79894,85463,Tech,JavaScript;Java;SQL;React;Python;Docker,scraped_mock
ADZ-1001213,Senior Python Developer,"We are seeking a motivated Senior Python Developer to join our growing team in London. The successful candidate will demonstrate proficiency in Node.js, JavaScript, Java. We offer competitive salary and career progression.",2026-04-16,Direct Line Tech,London,2136,94216,103728,Tech,Node.js;JavaScript;Java;Git,scraped_mock
ADZ-1001214,Lead UX/UI Web Developer,"We are seeking a motivated Lead UX/UI Web Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in CSS, HTML, WordPress. We offer competitive salary and career progression.",2026-06-27,TechSpark UK,Wales,2137,85699,92670,Tech,CSS;HTML;WordPress;Figma,scraped_mock
ADZ-1001215,Senior Cloud Engineer,"We are seeking a motivated Senior Cloud Engineer to join our growing team in London. The successful candidate will demonstrate proficiency in Linux, Spark, Cyber Security. We offer competitive salary and career progression.",2026-07-08,TechSpark UK,London,2139,124678,140087,Tech,Linux;Spark;Cyber Security,scraped_mock
ADZ-1001216,Senior Solar PV Installation Inspector,"We are seeking a motivated Senior Solar PV Installation Inspector to join our growing team in South West. The successful candidate will demonstrate proficiency in Maintenance, Safety Regulations, Wiring. We offer competitive salary and career progression.",2026-06-07,BP Alternative Energy,South West,3112,67967,76542,Green Energy,Maintenance;Safety Regulations;Wiring;Instrumentation;Electrical Testing,scraped_mock
ADZ-1001217,Junior Biomass Boiler Operator,"We are seeking a motivated Junior Biomass Boiler Operator to join our growing team in South West. The successful candidate will demonstrate proficiency in Health & Safety, Equipment Maintenance, Plant Operations. We offer competitive salary and career progression.",2026-04-25,BP Alternative Energy,South West,8124,32666,34419,Green Energy,Health & Safety;Equipment Maintenance;Plant Operations,scraped_mock
ADZ-1001218,Senior Frontend Web Specialist,"We are seeking a motivated Senior Frontend Web Specialist to join our growing team in South East. The successful candidate will demonstrate proficiency in UI/UX, Responsive Design, CSS. We offer competitive salary and career progression.",2026-06-01,Sage Group,South East,2137,109427,116181,Tech,UI/UX;Responsive Design;CSS;Web Content;HTML;WordPress,scraped_mock
ADZ-1001219,Registrar - Acute Medicine,"We are seeking a motivated Registrar - Acute Medicine to join our growing team in East of England. The successful candidate will demonstrate proficiency in Prescribing, Patient Care, Internal Medicine. We offer competitive salary and career progression.",2026-05-14,Nuffield Health,East of England,2211,30927,34253,Healthcare,Prescribing;Patient Care;Internal Medicine;Medical Research;Clinical Diagnostics,scraped_mock
ADZ-1001220,Senior Energy Plant Operative,"We are seeking a motivated Senior Energy Plant Operative to join our growing team in East of England. The successful candidate will demonstrate proficiency in Plant Operations, Boiler Control, SCADA. We offer competitive salary and career progression.",2026-06-11,Vestas UK,East of England,8124,58985,62937,Green Energy,Plant Operations;Boiler Control;SCADA;Health & Safety;Equipment Maintenance,scraped_mock
ADZ-1001221,Infrastructure Project Engineer,"We are seeking a motivated Infrastructure Project Engineer to join our growing team in North West. The successful candidate will demonstrate proficiency in Project Management, AutoCAD, CDM Regulations. We offer competitive salary and career progression.",2026-06-24,BP Alternative Energy,North West,2121,53084,58138,Green Energy,Project Management;AutoCAD;CDM Regulations;Structural Analysis;Civil Engineering,scraped_mock
ADZ-1001222,General Practitioner,"We are seeking a motivated General Practitioner to join our growing team in South East. The successful candidate will demonstrate proficiency in Internal Medicine, Clinical Diagnostics, Medical Research. We offer competitive salary and career progression.",2026-06-04,NHS England,South East,2211,36046,39663,Healthcare,Internal Medicine;Clinical Diagnostics;Medical Research,scraped_mock
ADZ-1001223,Hydroelectric Plant Operator,"We are seeking a motivated Hydroelectric Plant Operator to join our growing team in East of England. The successful candidate will demonstrate proficiency in SCADA, Health & Safety, Equipment Maintenance. We offer competitive salary and career progression.",2026-06-06,Babcock International,East of England,8124,38353,42986,Green Energy,SCADA;Health & Safety;Equipment Maintenance;Plant Operations;Boiler Control,scraped_mock
ADZ-1001224,Junior Frontend Developer,"We are seeking a motivated Junior Frontend Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in JavaScript, Git, Python. We offer competitive salary and career progression.",2026-06-08,CGI UK,Wales,2136,61822,64474,Tech,JavaScript;Git;Python,scraped_mock
ADZ-1001225,HVAC Engineer - Heat Pumps,"We are seeking a motivated HVAC Engineer - Heat Pumps to join our growing team in Scotland. The successful candidate will demonstrate proficiency in FEA, CAD, HVAC. We offer competitive salary and career progression.",2026-05-22,Orsted UK,Scotland,2122,50496,53313,Green Energy,FEA;CAD;HVAC,scraped_mock
ADZ-1001226,Lead Staff Nurse - ICU,"We are seeking a motivated Lead Staff Nurse - ICU to join our growing team in London. The successful candidate will demonstrate proficiency in Wound Care, Patient Assessment, Record Keeping. We offer competitive salary and career progression.",2026-06-01,Nuffield Health,London,2231,92649,101801,Healthcare,Wound Care;Patient Assessment;Record Keeping,scraped_mock
ADZ-1001227,Cyber Security Analyst,"We are seeking a motivated Cyber Security Analyst to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Kubernetes, AWS, Terraform. We offer competitive salary and career progression.",2026-05-21,Revolut,Scotland,2139,41708,43952,Tech,Kubernetes;AWS;Terraform;CI/CD;Data Pipelines,scraped_mock
ADZ-1001228,Junior Care Auxiliary,"We are seeking a motivated Junior Care Auxiliary to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Compassionate Care, Patient Mobility, Vital Signs. We offer competitive salary and career progression.",2026-07-08,Nuffield Health,Scotland,6141,27472,29920,Healthcare,Compassionate Care;Patient Mobility;Vital Signs;Infection Control;Personal Care,scraped_mock
ADZ-1001229,Junior Web Developer,"We are seeking a motivated Junior Web Developer to join our growing team in East of England. The successful candidate will demonstrate proficiency in WordPress, HTML, Figma. We offer competitive salary and career progression.",2026-06-28,Arup Digital,East of England,2137,30722,33810,Tech,WordPress;HTML;Figma,scraped_mock
ADZ-1001230,Junior Cardiac Physiologist,"We are seeking a motivated Junior Cardiac Physiologist to join our growing team in East of England. The successful candidate will demonstrate proficiency in Pathology, X-Ray, Laboratory Testing. We offer competitive salary and career progression.",2026-05-16,Nuffield Health,East of England,3211,27987,31621,Healthcare,Pathology;X-Ray;Laboratory Testing;Medical Imaging;MRI,scraped_mock
